generated_at,asset,isin,ticker_used,source,price,trailing_pe,forward_pe,return_ytd_pct,return_1y_pct,volatility_1y_pct,return_5y_pct,volatility_5y_pct,return_10y_pct,volatility_10y_pct,sharpe_1y,max_drawdown_pct,ath_52w,pct_below_ath,notes
2026-09-17T20:57:21.500715+00:00,XEON,LU0290358497,XEON.DE,yfinance,150.22000122070312,,,1.4280446670785762,2.0516333798042297,0.20112049550145694,10.960095892935339,0.25333296735119915,8.092162761588973,0.39432556545573344,,-0.5502748500252008,150.22000122070312,0.0,"max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo); sharpe_1y nao aplicavel (instrumento usado como taxa livre de risco)"
2026-09-17T20:57:21.500715+00:00,FLXI,IE00BHZRQZ17,FLXI.DE,yfinance,35.099998474121094,,,-9.407666946053418,-7.789308444917287,14.831294902843286,16.28291898339864,15.924199228897582,,19.711100235004213,-0.663525463500488,-24.761253985894637,39.790000915527344,-11.786886990434976,"Ticker a confirmar; alternativa FRIN.L (LSE).; historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos; max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,4GLD,DE000A0S9GB0,4GLD.DE,yfinance,122.16000366210938,,,3.332771443683824,22.062351545844283,25.965914304057524,154.11883680614795,16.817330582476732,223.0037140344751,14.679750344833794,0.7706533238813436,-22.489523413781864,145.49000549316406,-16.03546700817938,"max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,EMXC,LU2009202107,EMXC.DE,yfinance,41.45000076293945,,,36.73099136637696,54.00334145642487,32.348373418436324,85.74949482827752,19.49513694591921,,21.153810243940583,1.606006812293436,-20.482849028545914,44.80500030517578,-7.488002498347857,"historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos; max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,MEUD,LU0908500753,MEUD.PA,yfinance,317.1499938964844,17.826271,,10.378313687325068,20.04162726834422,12.786691900905614,,13.247373662843856,,13.247373662843856,1.406931052062485,-16.179756870039707,325.20001220703125,-2.4754052916277303,historico insuficiente (<5 anos) para retorno/volatilidade a 5 anos; historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos
2026-09-17T20:57:21.500715+00:00,EUDF,IE0002Y8CX98,EUDF.DE,yfinance,31.510000228881836,33.00839,,2.3550442912562586,-0.47378275190527175,27.791031165649073,,29.423383969629853,,29.423383969629853,-0.09087162389393547,-19.505299274997235,35.375,-10.925794405987743,Ticker a confirmar; alternativa WDEF.L (LSE).; historico insuficiente (<5 anos) para retorno/volatilidade a 5 anos; historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos
2026-09-17T20:57:21.500715+00:00,QDVE,IE00BJK9422,QDVE.DE,yfinance,45.05500030517578,,,26.292925770747978,35.4223014284992,22.55645224125214,170.5680948185453,23.27087185062725,821.9357383150506,22.01114879671691,1.4794289319871574,-29.82743631010617,46.0099983215332,-2.0756314957535493,"max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,WEBN,IE0003XJA0J9,WEBN.DE,yfinance,12.923999786376953,,,15.372256504855898,22.016614209477204,24.31933893227369,,20.449894344700283,,20.449894344700283,0.8209508031971158,-21.21774843286368,13.076000213623047,-1.1624382438273018,"historico insuficiente (<5 anos) para retorno/volatilidade a 5 anos; historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos; P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,EUNN,IE00B4L5YX21,EUNN.DE,yfinance,73.55000305175781,,,24.450092979214098,29.22552986597755,19.241901341592833,54.71182506379628,16.39092457560527,141.622870438083,16.207451712711794,1.4122251228590845,-19.090259333345816,73.55000305175781,0.0,"max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,SP2Q,IE00BNGJJT35,SP2Q.DE,yfinance,63.56999969482422,,,14.252337153424044,18.09399504450786,9.893307514864462,52.702373441717285,14.92739376762963,,15.217263742217204,1.6215367449763751,-22.733365247141503,65.75,-3.315589817757847,"Ticker Yahoo a confirmar (SP2Q); cobertura directa pode nao existir. Fallback Twelve Data usa RSP (Invesco S&P 500 Equal Weight ETF, US) como PROXY do mesmo indice - nao e o mesmo fundo UCITS, serve apenas de aproximacao quando SP2Q nao tem dados.; historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos; max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,IUSN,IE00BF4RFH31,IUSN.DE,yfinance,9.04699993133545,,,16.70536765363513,21.69760442246258,13.607664587621048,43.8314783180096,16.552912021963685,,18.1539591998032,1.4437430402664668,-24.315517984407485,9.32800006866455,-3.0124371275796036,"historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos; max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
2026-09-17T20:57:21.500715+00:00,XAIX,IE00BGV5VN51,XAIX.DE,yfinance,214.25,,,38.601369816362485,48.02403749398698,32.33080000016244,160.93045720059297,23.623392378939815,,22.937977414924745,1.4219383409613053,-33.0804754347501,220.3000030517578,-2.746256453903184,"historico insuficiente (<10 anos) para retorno/volatilidade a 10 anos; max_drawdown_pct calculado sobre os ultimos 5 anos (historico mais longo disponivel); P/E nao disponivel para este activo (comum em ETFs sem componente de acoes com lucros, como obrigacoes, ouro ou cash, ou quando o yfinance nao publica o campo para este fundo)"
